app_key,routed_app_types,app_type,app_type_label,feature,feature_label,source,flag,confidence,core_cluster,uncertain,llm_sub_code,llm_cognitive_primary,llm_cognitive_secondary,llm_cognitive_tertiary,evidence,llm_uncertainty_note,llm_notes
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.95,0,0,,,,,"No calendar views, scheduling, due dates, or events described",,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.95,0,0,,,,,"No goal setting, milestones, or progress toward goals mentioned",,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,1,0.85,0,0,Session notes,,,,Session history includes detailed information including custom notes,,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.95,0,0,,,,,No features to rank or prioritise tasks or activities described,,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,project_planning,Project Planning,Project extension,0,0.95,0,0,,,,,"No project boards, workflows, subtasks, or project tracking mentioned",,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,task_management,Task Management,Project extension,0,0.95,0,0,,,,,"No mention of creating, organizing, or tracking tasks or to-do lists",,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6755790741,dsct;habit_apps;planners,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.95,0,0,,,,,Focus sessions are tracked but no explicit allocation or planning of time blocks is described,,"App is a focus timer with gamification and session tracking but lacks task, calendar, goal, prioritisation, or project planning features. It supports notes attached to focus sessions."
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.9,0,0,,,,,"No evidence that the app blocks apps, websites, or device functionality; it only uses a timer to encourage focus.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.9,0,0,,,,,"No mention of user customization of block lists, schedules, or rules.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.9,0,0,,,,,"No mention of emergency bypass, pause, or temporary unlock features.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.85,0,0,,,,,"No explicit goal setting, task reminders, or comparison of behaviour against user-set goals is described.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.9,0,0,,,,,"No evidence of effortful tasks, passwords, delays, or costs to override focus sessions.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,1,1.0,1,0,Achievement unlocks,Expected value of control: Reward,,,"Users catch fish, unlock biomes, and progress with every minute of focus, which are gamified rewards linked to self-control behaviour.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.9,0,0,,,,,No evidence of scheduling or automatic recurring focus sessions or blocking.,,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,1,1.0,1,0,Visualise captured usage data,Conscious goals and self-monitoring,,,"The app provides advanced statistics, charts, detailed insights, and a timeline of focus sessions and catches.",,The app uses a timer to encourage focus but does not block apps or websites. It tracks and visualizes focus session data and provides gamified rewards for focusing. No explicit goal setting or scheduling is described.
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.8,0,0,,,,,"No mention of social accountability, sharing, groups, or community support",,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,1,0.9,0,0,Habit analytics,,,,Advanced statistics with charts and detailed insights to track progress,,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,1,0.9,0,0,Habit reminders,,,,Notifications and alerts when a focus session ends,,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,1,0.9,0,0,Daily habit tracking,,,,Tracks focus sessions and progress over time with history and timeline,,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.8,0,0,,,,,"No mention of routines, habit stacks, or structured daily workflows",,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.8,0,0,,,,,No mention of streak counts or consecutive completion records,,"App focuses on tracking focus sessions as a habit with reminders and analytics but lacks streaks, routine building, and social accountability features."
ios:id6756179301,dsct;habit_apps,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756179301,dsct;habit_apps,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,1,0.95,1,0,Block access entirely,Prevent non-conscious habits,Expected value of control: Delay,,"Nudge sets time limits for app use and adds friction to access distracting apps, effectively restricting or delaying access.",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,1,0.95,0,0,,Conscious goals and self-monitoring,,,"Users can choose which apps to target and specify how they want to use them (e.g., 'No political content' or 'Let me reply to Sarah's message').",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.8,0,0,,,,,"No mention of emergency bypass, pause, or temporary unlock features is provided.",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.7,0,0,,,,,"No explicit goal setting, reminders of goals/tasks, or comparison of behaviour against goals is described.",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,1,0.9,0,0,Require an effortful task or password to override,Expected value of control: Delay,Prevent non-conscious habits,,The app uses 'intelligent waiting room designs' that increase friction to access distracting apps the more they are used.,,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.8,0,0,,,,,"No points, streaks, badges, penalties, or other reward/punishment mechanisms are mentioned.",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.8,0,0,,,,,No evidence of scheduling or automatic recurring blocking sessions is described.,,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.7,0,0,,,,,"No mention of recording or visualising usage history, timers, or session progress is provided.",,"The app blocks or restricts access to distracting apps with user-customised rules and adds friction to override. No evidence of self-tracking, goal reminders, rewards, scheduling, or emergency access was found."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.9,0,0,,,,,"No mention of social accountability, sharing, groups, or community support",,"App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.9,0,0,,,,,"No mention of habit completion history, progress charts, or reports",,"App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,1,0.85,0,0,Nudges to get back on track,,,,AI detects distraction and gently pulls you away from distraction; nudges to get back on track,,"App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.5,0,1,,,,,No explicit mention of tracking repeated habits or routines,"App focuses on distraction nudges and app usage control, not explicit habit tracking","App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.9,0,0,,,,,"No support for routines, habit stacks, or structured daily workflows described",,"App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.9,0,0,,,,,No mention of streak counts or consecutive completion records,,"App is primarily a focus and app usage control tool with nudges to reduce distraction. It does not explicitly track habits, build routines, provide analytics, or support social accountability."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.95,0,0,,,,,"No mention of calendar views, scheduling, due dates, or events",,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.95,0,0,,,,,"No mention of goal setting, milestones, or progress tracking",,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.95,0,0,,,,,"No mention of notes, documents, or knowledge management",,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.95,0,0,,,,,No mention of ranking or prioritising tasks,,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,project_planning,Project Planning,Project extension,0,0.95,0,0,,,,,"No mention of projects, boards, workflows, or subtasks",,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,task_management,Task Management,Project extension,0,0.95,0,0,,,,,"No mention of creating, organizing, or tracking tasks or to-do lists",,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756433110,dsct;habit_apps;planners,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.95,0,0,,,,,No mention of allocating blocks of time for tasks or planned activities; only app usage limits and nudges,,"App is a focus and app usage management tool, not a planner app with task, calendar, or project features."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.9,0,0,,,,,"No evidence that the app blocks or restricts access to apps, websites, or device functions; it is a timer only.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.9,0,0,,,,,"No evidence of user customization of block lists, allowed apps/sites, or rules; only customizable session lengths.",Customizable session lengths are not custom rules for blocking or targeting distractions.,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.9,0,0,,,,,"No evidence of emergency bypass, pause, or temporary unlock features.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.85,0,0,,,,,"No explicit goal setting, reminders of tasks/goals, or comparison of behaviour against goals described.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.9,0,0,,,,,"No mention of effortful tasks, passwords, delays, or restrictions to override or disable the timer or any block.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.95,0,0,,,,,"No gamification, points, badges, streaks, or rewards/punishments mentioned; explicitly states no dopamine traps or gamification.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.9,0,0,,,,,No evidence of scheduling recurring focus sessions or automatic blocking periods; only customizable session lengths per use.,,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.85,0,0,,,,,"No mention of recording, displaying, or visualising usage or session data; only a timer runs but no progress or history is described.",,"Loop is a minimal deep-focus timer app without blocking, tracking, goal reminders, rewards, or scheduling features. It does not restrict access or provide self-tracking or goal-advancement mechanisms."
ios:id6756443234,dsct,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756443234,dsct,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,0,0.7,0,0,,,,,"No mention of blocking or restricting access to apps, websites, or device functions.",,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,0,0.7,0,0,,,,,"No evidence of user customization of block lists, schedules, or rules.",,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.7,0,0,,,,,No mention of emergency bypass or temporary unlock features.,,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,0,0.7,0,0,,,,,"No explicit mention of goal setting, reminders, task lists, or goal comparison.",,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,0,0.7,0,0,,,,,No evidence of effortful override or friction to bypass restrictions.,,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.7,0,0,,,,,"No mention of points, badges, streaks, or other reward/punishment mechanisms.",,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.7,0,0,,,,,No evidence of scheduling blocking or focus sessions.,,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,dsct,Digital Self-Control Tools,self_tracking,Self-Tracking,Lyngs et al.,0,0.7,0,0,,,,,No evidence of recording or visualising usage or session data.,,"The app description and reviews emphasize minimalism, focus timer, and ease of use but do not provide clear evidence of blocking, tracking, goal setting, rewards, or scheduling features. The focus timer is mentioned but without explicit connection to goal reminders or usage tracking, so self_tracking and goal_advancement are not coded true."
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,accountability,Accountability,Project extension,0,0.5,0,1,,,,,"No mention of social accountability, sharing, groups, or community support",No direct evidence of accountability features,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,habit_analytics,Habit Analytics,Project extension,0,0.5,0,1,,,,,"No mention of habit completion history, progress charts, or reports",No direct evidence of habit analytics,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,habit_reminders,Habit Reminders,Project extension,0,0.5,0,1,,,,,"No mention of reminders, notifications, or habit prompts",No direct evidence of habit reminders,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,habit_tracking,Habit Tracking,Project extension,0,0.5,0,1,,,,,"No explicit mention of tracking repeated habits, routines, or habit completion",App focuses on focus and productivity but no direct evidence of habit tracking,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,routine_builder,Routine Builder,Project extension,0,0.5,0,1,,,,,"No mention of routines, habit stacks, or structured daily workflows",No direct evidence of routine building,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,habit_apps,Habit Apps,streaks,Streaks,Project extension,0,0.5,0,1,,,,,No mention of streak counts or consecutive completion records,No direct evidence of streak features,App is described as a focus and productivity tool with a focus timer but lacks explicit evidence of any approved habit features.
ios:id6756668632,dsct;habit_apps,planners,Planners,calendar_scheduling,Calendar/Scheduling,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,goal_planning,Goal Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,notes_knowledge,Notes/Knowledge Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,prioritisation,Prioritisation,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,project_planning,Project Planning,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,task_management,Task Management,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6756668632,dsct;habit_apps,planners,Planners,time_blocking,Time Blocking,Project extension,0,0.0,0,0,,,,,Feature not classified because this app was not routed to that app area.,,
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,block_removal,Block/Removal,Lyngs et al.,1,0.95,1,0,Block access entirely,Prevent non-conscious habits,,,App blocks distracting apps during focus sessions and allows choosing what to block or allow.,,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,custom_rules,Custom Rules,Project extension,1,0.9,0,0,,Prevent non-conscious habits,,,"Users can choose what apps to block or allow, indicating custom block/allow lists.",,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,emergency_access,Emergency Access,Project extension,0,0.8,0,0,,,,,"No mention of emergency bypass, pause, or temporary unlock features.",,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,goal_advancement,Goal-Advancement,Lyngs et al.,1,0.85,1,0,"Ask users to set explicit goals, such as time goals or task goals",Conscious goals and self-monitoring,,,"Pomodoro and Flow modes with explicit session timing; task management with three-pool organization (Now, Next, Someday) and quick capture of tasks.",,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,override_friction,Override Friction,Project extension,1,0.85,0,0,Require an effortful task or password to override,Expected value of control: Delay,,,"Exit commitment described as gentle friction that keeps users going, implying some effort to exit sessions.",,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,reward_punishment,Reward/Punishment,Lyngs et al.,0,0.9,0,0,,,,,"No mention of points, streaks, badges, penalties, or other reward/punishment mechanisms.",,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
ios:id6757204592,dsct;planners,dsct,Digital Self-Control Tools,scheduling,Scheduling,Project extension,0,0.8,0,0,,,,,No explicit mention of scheduling or recurring blocking/focus sessions; Pomodoro and Flow modes are session types but no schedule described.,,Block/removal is core due to app blocking; self-tracking is core due to visible timers and analytics; goal advancement is core due to explicit session modes and task management. Reward/punishment and emergency access are not evidenced. Scheduling is not clearly described as automatic or recurring.
